"position"	"Aldi.1apos_1.C.7_01_3592"	"Aldi.1bpos_1.C.7_01_3607"	"Blut.1apos_1.C.8_01_3593"	"Tatort.1bpos_1.C.8_01_3608"	"Heinz.1apos_1.C.1_01_3586"	"Heinz.1bpos_1.C.1_01_3601"	"Knorr.1apos_1.C.2_01_3587"	"Knorr.1bpos_1.C.2_01_3602"	"Kraft.1apos_1.C.5_01_3590"	"Kraft.1bpos_1.C.5_01_3605"	"Penny.1apos_1.C.4_01_3589"	"Penny.1bpos_1.C.4_01_3604"	"Purree.1apos_1.C.3_01_3588"	"Purree.1bpos_1.C.3_01_3603"	"Werder.1apos_1.C.6_01_3591"	"Werder.1bpos_1.C.6_01_3606"
"pos_253"	3197.85733333332	2163.02199999998	3955.28000000006	1868.50036363636	4833.78266666674	6013.32631578946	4234.78956521733	4979.07866666665	4212.72960000002	3182.37381818182	4432.40640000004	3762.89733333332	3620.10315789473	2593.66736842109	3080.44800000003	3916.10666666663
"pos_259"	2039.92960000002	0	0	0	0	0	1426.23	1670.7072	1529.60610000001	1412.83799999999	4356.94017391304	4037.80262857144	2334.7548	0	0	0
"pos_260"	1074.108	1197.94	375.328421052637	380.352000000003	1608.68727272727	1836.192	1559.03999999995	1210.94399999996	1241.17963636364	935.271428571436	948.728571428579	887.133818181845	1480.8	880.320000000006	1020.09599999998	1604.64872727273
"pos_262"	0	0	1999.60915200001	1741.123584	0	0	0	2309.41405714289	52565.8713290326	0	23850.61488	22591.2830400001	64451.4205846153	66470.8239360001	32229.5500800001	29961.0501119998
"pos_265"	9826.01501538466	8869.99236923076	1341.62455384615	1033.53895384615	3833.52673846153	3736.64575384615	6951.1899130435	0	2996.39668571427	3491.75215384613	8759.94777931034	9380.94903529412	10384.10592	10609.4252	5504.72372307692	6133.5252923077
"pos_267"	99772.0568000001	93893.1724137942	93679.3263999999	97020.4511999999	110608.491891891	62497.2754285703	60450.5976	108208.590947368	114371.539764705	97386.4544000009	77763.8040000002	91259.6424827584	99056.3685517239	89394.9359999999	112311.072	67103.0715789484
"pos_269"	2882.64114285715	0	0	0	0	1461.07337142859	0	0	2153.5332	2593.02625714284	28084.52832	30436.5554999999	0	0	3534.39670588236	4337.54880000001
"pos_271"	16665.96528	0	1415.4776888889	1323.98293333333	3130.07235555557	3537.34871111111	8126.07840000002	2451.39709090905	4194.74933333334	3587.13262222222	0	0	0	0	0	0
"pos_272"	0	0	0	0	7202.78268000012	6825.55946666664	37445.5214608696	34926.8703652169	9093.56479999988	9838.41145263162	8260.52039999998	8103.86526315802	0	0	14569.2049090908	14545.936
"pos_273"	6666.56711111106	6394.01965714288	0	0	10106.8016	9263.47242857144	8288.89600000002	9753.84017142855	13742.3310620691	12694.692288	15663.1992923077	14169.4605000001	5486.17047272728	6086.95288888889	3526.39824000002	4031.91105882354
"pos_275"	0	0	414.48	639.214285714285	1523.34857142857	1105.98925714286	1009.19999999999	1346.71680000001	0	2099.29371428572	0	0	0	0	1491.81119999998	0
"pos_276"	598.662545454532	1238.48727272727	437.154545454554	79.4118545454553	0	0	227.474000000001	228.665454545459	0	0	0	0	914.057454545454	2146.76509090907	0	0
"pos_279"	22095.2828571428	21667.9598181818	0	0	0	0	10923.876	10449.4998857143	12078.01488	12477.9497142857	0	35409.0754285715	0	31837.14	0	35738.7915428571
"pos_280"	2753.6244	3818.27858823531	0	0	1684.9416	2043.35879999999	2811.15501176471	3945.30400000001	0	0	2040.28630588235	0	0	0	0	1615.5852
"pos_285"	25692.3225000001	22421.4120000001	0	0	0	0	0	0	0	0	27026.0861538462	23964.97728	51423.2907692308	51248.1740307693	25394.1346153846	23887.7367272728
"pos_286"	2122.97259130435	2988.70013793103	0	0	978.251200000001	1958.96064	1661.77304347826	2259.84	0	1554.1218	0	1855.82222608695	932.442442105261	0	1743.2064	0
"pos_287"	20193.2845714286	20553.4200000001	0	0	0	0	0	0	0	0	40083.3484799997	40506.2144640001	31265.860909091	32530.3846956523	24874.5723428571	23783.1360000001
"pos_295"	0	2738.55648	781.8180631579	1236.13854545455	792.587849999999	0	1337.39814193547	781.131789473691	1280.63040000001	0	865.294285714285	0	2264.71566315791	2986.344	4805.68698461537	4225.28447999999
"pos_298"	0	0	0	9198.8916923077	11052.8493333332	14538.3733894737	13583.64	13434.36552	3530.86363636365	0	6878.6893333333	0	0	2927.1552	0	0
"pos_301"	0	0	274.525714285714	445.280114285715	1621.17257142857	1504.33608	1694.95200000001	2330.77714285715	2122.7256	1533.72342857143	0	0	0	0	0	0
"pos_302"	5084.55729230774	4704.61714285712	5793.86769230765	2510.00307692306	0	0	0	0	0	0	0	0	6713.76857142862	6160.09347692303	4381.95138461535	4061.76369230766
"pos_303"	15203.9344000001	16736.1001411765	192.401733333332	102.240564705882	0	1258.136	189.692	133.20974117647	0	2556.13333333333	24348.2836173913	0	2946.27999999999	34114.2719999998	10171.11744	0
"pos_304"	18802.1214545454	25016.0495999999	0	0	13585.1776	0	24102.6839999997	36190.2310588235	17795.3439999999	18830.2400000001	0	0	0	29754.3869999999	0	0
"pos_305"	19841.7323076923	18364.32	0	0	22040.5903384616	0	24554.6608695652	27767.1163199999	27683.77344	27394.3762559999	0	16215.966	27539.5172999999	28798.25565	0	16134.5826666667
"pos_306"	71937.2455384631	0	67910.0510769234	62781.0313846157	68058.0941538465	0	69019.6977777776	0	0	0	0	70199.3353846139	72982.8746666672	69385.9264615382	0	0
"pos_307"	31421.8900000002	29918.1799999998	8511.16000000005	8794.20436363626	55382.5481739132	28426.1488695649	34016.9634782604	29622.2800000006	30207.8015999998	31369.8470399994	28298.3040000001	28100.1177600001	34838.1900000002	34005.3439999996	32326.7749565224	45760.1948936172
"pos_308"	11259.324	11520.3061894736	0	0	16697.6228571429	18900.0378285715	23725.6118857142	24657.9048000002	0	31265.5533913042	13469.6574857143	11243.6597454546	30174.1822800001	30835.1572799999	23190.6261600001	22539.1604869565
"pos_313"	1545.78800000002	1140.84266666666	676.702666666664	603.306666666661	0	0	2309.93733333337	0	0	0	4662.01107692298	4761.26181818187	686.799999999994	951.150666666663	0	0
"pos_319"	22354.4856	23974.3770537931	2557.48590857143	3117.67460869565	32571.6710592	28501.7265	26658.3859911111	23085.1684992	31307.4599538462	29273.1107328	20219.9402311111	19206.7904444444	0	0	24796.039495814	24807.7448372093
"pos_320"	7887.05454545458	7684.72159999997	3737.67272727274	0	0	0	0	0	10523.6717818182	0	15404.9417454545	15696.5696727273	0	0	14676.7702545455	15168.6545454546
"pos_321"	207.181333333332	169.512000000002	91.5733333333342	65.9213333333318	0	0	823.344000000012	721.098666666664	0	0	0	0	135.878666666666	255.613333333337	0	0
"pos_323"	12753.42576	0	17246.4864000001	17969.0143448277	17638.3051555556	18836.1567359999	15353.08512	17584.4847111112	15896.9184	15621.7525714286	9866.609625	0	0	0	13159.0986666667	7896.83216842109
"pos_325"	0	0	0	0	5940.82399999996	5908.15983157892	2080.188	0	6362.76036923075	7011.40050000001	0	5745.22020000011	25845.9024000004	22783.3768421052	0	0
"pos_326"	0	0	0	0	9118.89547826096	9094.47782400007	5376.37132799997	6275.49766530612	12768.068347826	12413.5829999998	0	0	29420.73648	26592.3795840005	12910.6982608695	12303.113376
"pos_328"	12911.5296	11363.2484	0	0	13213.2411310345	14320.1792571429	30013.1107555556	32947.6694896552	16170.84336	15659.7756857143	5465.17727999999	7475.34545454545	3910.18444444444	4471.01981538462	6764.63876129031	5915.055456
"pos_329"	0	0	413.19744	185.60448	895.956479999997	1013.23679999999	334.89504	991.707200000004	0	0	0	0	0	1827.54208	0	3326.32320000001
"pos_330"	13373.5726956522	12820.69776	0	0	0	0	0	0	0	0	29337.4459384616	30987.4630153847	31703.3462999999	31719.8287999999	17388.4503428572	17571.3986666666
"pos_332"	4137.8352	3414.91907368422	0	0	2970.83245714286	0	2803.99222857142	2856.11436	2029.9068	2201.67713684211	0	0	1235.169	1629.66	0	1118.39815384615
"pos_333"	4646.3568	4868.496576	0	0	0	2668.76342857142	0	0	4687.39762758621	4460.3325	4211.728	3729.43091612903	6192.21367741935	7097.4579310345	4650.23096470588	4385.3104
"pos_334"	518.783999999987	453.433499999996	80.7300000000009	90.148500000001	11415.2220000001	7236.09900000008	0	0	0	0	0	0	266.391529411763	29.6010000000003	0	0
"pos_335"	217.728000000008	471.743999999998	72.5759999999997	20.1599999999999	856.964571428552	495.935999999998	646.463999999988	524.159999999995	428.735999999995	560.351999999992	2042.48879999999	1997.18400000003	3650.35200000011	3742.43142857146	1708.22400000006	1608.47
"pos_338"	32784.33648	31211.3235310344	0	0	16336.5073043479	19460.5299839998	24661.4798896551	28657.1668965516	20223.4518	20252.6407111112	4600.35774545454	3580.92239999998	13462.728	14729.0640000001	7272.42750000001	7223.98950000008
"pos_339"	1939.10017714286	2289.91738105263	516.708592941176	581.095905882353	971.764432941177	1224.0228	1100.76624	1252.947248	2311.0536	1955.09868	1584.56244705882	1624.2528	1558.98083428571	1967.26032	1505.319084	1666.73778352941
"pos_340"	0	0	0	0	2705.16763636363	2861.00836363642	0	0	7423.12350000009	5299.5456000001	5663.68285714271	4267.9734545454	0	0	3294.39479999994	3755.11679999994
"pos_343"	6663.55085217392	6076.44057599999	0	0	1364.47527272727	1185.1212	1552.86436363636	0	0	1258.068	23341.4083636364	21826.1746153846	5651.10000000002	5929.49688888889	15059.5659130435	0
"pos_344"	5576.40666666669	4980.89462399998	0	0	2053.65099130435	2501.28450000001	5768.15850000003	6140.86199999997	2221.3392	1906.41688421053	0	0	0	0	0	0
"pos_346"	0	3384.62139130438	0	0	3466.44594782609	0	5187.41136000002	4859.72927999997	4922.29588571427	5091.07733333337	20671.1072	20871.7157647058	0	0	0	3118.67934545456
"pos_349"	4329.11104000001	0	0	0	0	2071.89230769231	3086.59049411765	3681.288	0	0	3074.26588235294	0	2605.86370909091	3592.14171428572	0	3300.10266666666
"pos_353"	9525.36536470589	8823.91015333334	19262.5168695652	17805.402624	8850.63095172414	10518.2833043478	5943.5152	6162.02571428571	0	6325.09080000001	5384.8356	0	0	7790.50933333333	7089.68837617021	0
"pos_354"	6310.33319999994	7538.19	14757.546144	13731.5340000001	9399.89586666671	10980.7161777778	24387.3888888889	26256.6928000001	9474.1246956522	11465.1001777778	10469.783076923	11692.7873	7254.72500869565	7499.84210526314	0	0
"pos_355"	10937.6256000002	7413.54000000006	0	0	0	10472.43195	4927.70599999994	6275.27887999987	13191.1968857143	8930.48171999993	16230.6271999999	14756.9454545455	23372.5375384617	24516.9200571427	18608.8811999999	13781.22552
"pos_356"	11042.256192	10452.4701230769	0	0	0	0	12623.3416285714	13725.4455	13049.1451555555	12374.8476923077	8448.46426666667	8705.04331034483	22009.4102608696	21144.3786782608	6627.52996363636	7062.07387826087
"pos_357"	8844.16399999998	8070.16290000002	0	0	725.493999999992	0	0	0	0	0	16079.1756000001	13499.4015	23446.9693714286	0	18754.7784	16828.8341052632
"pos_361"	17060.2162758621	15392.6471111111	0	0	6040.54204799999	7372.0197876923	10761.8574342857	11937.6562285714	9736.25507999999	9691.49946731707	8579.75751111112	8489.9372	19792.4684444444	20790.066	9972.46716444444	8951.14406399999
"pos_362"	1888.89058064516	2174.40619354839	861.64645161291	543.601548387097	1466.64774193548	1700.71200000002	10576.0103225806	0	0	0	0	9200.71411764716	1045.49109677419	1123.53290322581	27644.2916129032	0
"pos_363"	13778.5878260869	0	1309.11312	1198.89396000001	13081.176	14712.35304	0	16157.5797600001	11643.13068	13560.55368	0	18580.9100869564	22038.9264000002	0	0	0
"pos_365"	3668.74729411775	3485.17333333343	2462.361	2914.52611764714	3413.8000000001	3781.79454545459	3658.73400000003	3246.4749473684	3432.6533333333	3565.6016842105	3447.48479999994	0	3605.35314285725	3399.5685	3587.14610526326	3903.98666666663
"pos_367"	5093.00700000014	5629.06666666683	5728.04047058817	7776.09325714293	4936.10823529426	5102.17999999983	6486.76800000003	6585.11360000003	7470.83011764712	7394.68799999998	6262.10639999997	4813.70800000003	7512.65124324318	7921.70700000005	5423.6583529409	8270.66464864855
"pos_368"	847.053333333358	884.509714285726	478.669090909102	0	0	0	0	0	1393.2	2048.57345454543	1676.19789473684	1314.10747826088	1826.86736842105	0	908.672727272727	1312.34999999997
"pos_370"	21883.212	23311.6652093023	0	0	5606.25491612903	7490.816025	14956.344	16085.1229463415	10640.7175741935	9039.55547586208	17527.2198	16907.13912	28220.1863225807	30937.3378105263	10074.7973485714	8431.5296
"pos_371"	625.757142857148	0	17428.3180799998	15978.7622400001	472.630736842111	879.72342857143	648.310956521752	0	0	0	1603.51507692309	1533.72408510638	2202.31066666666	1866.86000000001	10706.7936	9234.90600000002
"pos_376"	23237.7905454545	21714.2422857139	10827.9818181819	10170.2323636364	18605.4612	20979.1702857146	29427.1432258064	21702.9040000001	35107.7427692305	22054.8525714282	26987.0419200001	22318.6102857147	19566.3738947367	21023.770909091	39920.5837894735	32971.2368000003
"pos_378"	3865.13760000005	4844.16000000001	0	0	3633.75529411766	4035.60000000003	8229.53670000002	0	6646.09799999997	5517.34588235294	14410.04385	14779.3482352942	1596.5489142857	0	2889.77600000004	1917.09999999999
"pos_379"	142841.056	84111.3760000001	85875.9572210531	129835.425831326	94281.2099047619	119268.789073171	81071.3882352944	106721.576482759	97583.5993846155	92489.56972973	94907.7493805307	95670.6750000003	23759.7330000003	96273.989777778	108114.134473283	91783.6875789477
"pos_382"	0	0	0	0	5000.604	5392.30674929577	0	4543.64093333333	0	4009.33784615384	0	0	4528.617	3910.2912	7228.83420000001	6198.61218461538
"pos_386"	5263.60703999993	5708.10239999999	4582.0745454546	4237.17272727277	5004.10499999993	3914.38199999994	5482.82086956512	5108.76	5422.77272727279	5293.23839999993	4797.58655999994	5284.17142857142	5246.09760000022	5443.75408695643	5544.32400000013	5094.84730434789
"pos_387"	1965.97472727273	1712.9950909091	395.61709090909	287.966181818182	0	0	16925.0445	0	9842.41377777778	9437.41493333333	6839.68479999998	0	574.493563636361	322.900363636364	5577.14355555556	0
"pos_388"	17880.4308292683	0	566.520827586209	518.013517241382	15994.1971862069	0	7655.35375609755	8386.75199999999	0	24684.6984827586	15470.3314285714	13071.1693241379	0	0	13804.7238620689	15426.435475862
"pos_389"	5868.1616	6114.84299999997	0	0	6314.43150000004	6975.58680000001	11649.9789473684	13220.2266666667	5998.24680000001	5157.19007999999	0	0	0	0	0	0
"pos_390"	14484.070464	13119.38544	11408.6528	13073.8070571429	11810.612064	13131.4101230769	14132.166912	12274.2500727273	13887.0201777778	12532.5703636364	13452.7374857143	12919.7528727273	12591.6068571429	12722.3191304348	15343.1489454546	13942.79472
"pos_392"	10914.06528	7968.96480000013	10412.6559999997	9258.40685714313	0	8751.87120000015	0	11510.4373333331	0	9914.62909090909	0	0	13753.3776000001	0	11826.6951111109	0
"pos_393"	9531.14236363631	8854.6414857143	0	0	15748.2769846156	15469.7377142857	9535.73142857135	8642.05474285702	8194.6573714285	9324.39200000006	14103.0129473684	13597.313632653	17210.01936	8547.74973333324	10924.4624571428	10830.5123586207
"pos_394"	12973.1088000001	14875.9176923075	0	0	0	0	0	0	0	0	6809.91989999989	5583.57600000003	2642.38870588233	2421.12000000002	7216.33989473685	7542.0686608696
"pos_395"	16328.7431162791	0	0	0	8095.01019130427	9945.93599999983	10120.851	10228.9867826087	8413.03631999999	0	10171.4599999999	9626.65132800004	21499.5560275862	0	18923.7556067797	0
"pos_397"	0	0	0	0	0	42389.0073600006	12161.1044210527	20442.3999999998	10894.9028571424	13513.7999999999	0	16430.7059999998	31596.9443478255	24483.323586207	10531.5017142855	9497.18769230744
"pos_405"	0	13751.37792	0	0	0	5346.06879999996	4711.27510588231	6443.50799999996	0	7957.92409411768	0	10005.8750181818	16345.9262608696	14251.1988705881	5581.74999999996	0
"pos_406"	3613.03363636367	3986.1239	0	0	2579.57654400001	3085.54418181819	2841.42445714285	2726.18559999998	2757.45499999998	2558.79863999999	5385.79631999999	5713.57200000001	6900.05843478258	7129.55999999999	3892.61040000003	3419.89627826086
"pos_407"	1582.02947368424	0	1358.95500000002	0	2465.31167999999	2542.59400000001	2723.20000000001	1638.07466666664	0	2090.4408	0	0	2314.85538461537	0	0	2650.63499999999
"pos_409"	0	0	522.037371428572	511.254620689654	0	0	0	0	0	0	21682.5657931035	19110.8732571429	15865.9714285714	16059.6782896551	9404.97268965516	7876.11972413793
"pos_411"	253.423999999992	364.874399999998	1349.33318918918	1577.9196	661.761391304351	468.825599999991	0	560.27858823531	0	0	466.367999999989	778.993411764701	802.124307692312	522.054000000006	1680.32133333333	889.218947368435
"pos_413"	3504.24000000003	3616.70200000001	0	0	7343.13485714281	5174.6648	9023.67670588238	7323.37714285714	10803.5431304347	9573.66308571436	0	0	0	0	0	0
"pos_415"	3702.20892631579	3209.05515789475	0	0	0	0	10983.1308631579	0	0	0	0	7216.6786105263	8852.1483789474	8763.86703157895	5215.58526315788	4942.96092631579
"pos_417"	5717.77999999999	5122.59417931033	349.8144	283.9216	0	7033.2103448276	0	0	0	0	4909.69175172415	5130.16271999999	0	0	6188.41439999999	0
"pos_418"	0	0	1847.03805714287	2385.01074285714	1831.20605714286	2784.35519999999	3234.3853090909	3262.80285714286	2002.63156363636	2285.78605714286	0	0	0	0	0	0
"pos_419"	9706.93988571426	11483.9156571428	0	0	0	0	9071.26468571423	9378.39302399997	6775.22290909093	6985.0096	0	0	8098.09635555554	7943.7789473684	0	0
"pos_421"	16724.3494841379	0	238.18359	244.91194	7631.06772999999	9036.37799999998	5249.49768	5640.99864000001	7679.64698181819	8633.14643478261	10498.70241	9759.73249999998	6572.7675	6395.1615	0	0
"pos_425"	1549.73952	1893.42	1450.74365333333	0	3157.27105846154	3772.03714285714	1254.05331692308	980.625805714286	3472.65936	4133.46436363636	0	0	0	0	0	0
"pos_428"	9888.98525714286	11732.76	195.124888888889	17.4904888888889	5112.94222222222	5438.46391111111	13071.9908869565	12836.4788571429	8801.17066666667	6719.72664	12919.3916689655	13520.868	8458.264	7653.07714285714	4244.0224	3904.9312
"pos_429"	923.328000000007	0	0	0	0	0	0	2241.32533333332	1441.40123076924	3122.90549999997	1817.90560000002	2820.70799999999	1197.50399999999	2766.78857142859	4645.40571428575	6495.03359999997
"pos_430"	18865.3474285714	0	0	0	1652.96399999972	15881.102769231	0	15154.5467586207	16223.086451613	22374.0514285713	18828.8118857141	14155.0304000004	13170.0563076922	0	10348.2514285715	0
"pos_432"	0	0	92.8405894736829	691.660042105262	1707.61983157894	1748.84210526319	1682.05263157897	2945.22653333336	0	0	0	0	2365.41675789475	3736.49734736844	0	0
"pos_433"	507.099272727267	793.603636363639	558.212727272729	811.089818181821	0	0	1267.07563636364	1396.20436363635	0	0	0	0	857.517818181818	1014.19854545455	0	0
"pos_434"	506.688	550.677599999998	0	0	456.472421052629	0	853.182857142864	432.194399999984	926.323199999996	627.164307692295	871.775999999996	0	1058.6724	0	0	0
"pos_435"	6698.08654545451	5897.49784615372	9701.25428571424	9354.05999999996	6474.53688888901	6248.20628571428	5326.04160000004	5984.67377777774	6710.50720000006	8442.27176470585	7392.51724137922	7313.32800000004	7068.57411764709	6163.3714285714	7002.78951724128	6988.92560000009
"pos_436"	2775.23494736841	0	349.932631578946	333.719242105263	5681.83427368422	5866.44884210523	0	0	0	0	1353.58888421053	0	4363.39073684213	4201.48901052632	0	0
"pos_437"	1002.90545454539	785.001599999911	975.849999999948	654.850285714271	610.039999999995	647.513454545454	949.058181818181	0	0	1175.93099999998	571.309714285757	618.590769230753	897.235200000024	994.693999999947	888.332000000021	1165.52571428574
"pos_439"	3573.93069999999	0	0	0	0	0	0	0	1629.90912	0	6711.99531428571	6765.67679999999	7979.22553846154	7294.75879999999	4490.67790769231	3851.3934
"pos_440"	2828.25257142858	2931.38778947372	1214.256	1856.79	2504.61969230771	2708.15599999999	3215.5341176471	2795.12639999989	2498.51345454545	3211.70850000004	2942.35599999992	3312.03789473684	2322.18070588238	3042.66000000002	2439.77999999996	3032.65454545455
"pos_441"	0	0	1122.14699999999	835.443719999995	0	0	6649.46099999998	7516.37733333335	3037.76266666665	2879.90192000003	4304.64000000003	4881.10206315786	0	0	0	0
"pos_442"	1029.10799999998	1495.87200000002	0	0	1325.11999999999	1901.68061538458	2899.00799999999	2495.37333333331	1013.37600000001	0	0	0	1808.81723076924	1505.03127272727	0	0
"pos_443"	2969.41818181818	2573.77270588236	2066.3808	2067.5724	1899.51157894737	2023.90188	3139.33524324324	3019.21419130435	2674.80812307693	2590.6626	3839.97916363636	3726.586656	3586.5698	4073.99232	2197.42418181818	2642.7584
"pos_444"	9269.59488	9172.95519999999	470.848	426.50448	0	0	0	8194.10048	0	0	0	0	10166.14464	12851.64288	0	7707.13855999998
"pos_445"	1463.616	2079.22666666665	3744.34944000002	1332.25714285715	1589.84072727273	2011.19563636364	1709.65090909091	1533.7694117647	1886.05894736842	5746.63049999988	1994.44266666665	2156.74971428571	1719.07418181821	2207.9085714286	6441.20499999995	1279.57050000001
"pos_446"	3980.12200000001	3724.14239999998	3156.71499999998	0	4276.31679999999	5161.05777777781	4310.08399999996	3097.56436363636	4278.67968000002	4319.31400000001	3443.712	3741.0012	4038.26086956516	3701.69018181814	4444.77913043479	4091.62226086952
"pos_447"	1624.07977846154	2844.99301333333	227.317168	162.850512	332.391428571429	267.720272	721.15584	673.881072	431.974285714285	318.971664	5018.4882	3825.19365473684	1481.4888	1803.48408	1866.08611764706	1838.30133
"pos_448"	3377.46240000001	3699.17014736842	0	0	0	0	6268.6845	5316.86069999999	5792.41439999999	5048.6912	0	4990.39371428571	0	0	0	2618.77062857142
"pos_449"	6308.66057142843	0	0	0	0	0	8539.98000000011	6662.26200000018	7441.67999999993	0	8883.91636363619	0	3673.26899999995	0	2457.00000000025	41175.096
"pos_450"	5977.41902608694	5434.34039999999	0	0	3616.47655384616	3537.76581818182	0	6324.07741935484	3674.72436	3500.11368	0	0	0	0	0	2754.85259999999
"pos_451"	6310.25883870967	5155.90125714285	5639.61915	6162.97885714286	6235.36781538463	6431.72129032258	6414.92329411764	6170.58807272726	5614.54585263156	5848.24504615385	3698.82999183674	2955.64407272727	4481.8605	4340.38944000001	0	6910.00982068966
"pos_452"	4539.02625882353	5074.0944	0	0	0	2374.86045	1419.07090909091	0	0	1784.18982857142	0	0	0	1645.54649999998	2860.51100689655	2694.73604999999
"pos_453"	0	0	3872.51672727274	0	624.122181818184	414.304000000001	352.726857142856	555.973090909091	564.093714285713	312.061090909092	0	0	899.865818181807	0	0	0
"pos_454"	5624.91906976749	5360.87368421052	2460.42707692307	0	4110.94956521734	5598.93245901639	4279.00800000004	4336.00933333331	4321.51199999997	0	4851.93028571422	4786.44631578946	5425.44631578946	6103.15826086966	4347.33381818183	4258.9032
"pos_455"	4675.13936842102	2382.84299999976	4729.72320000008	0	0	5565.09240000009	4137.14117647064	0	0	0	0	3540.27359999987	6314.77499999995	6143.14400000002	6778.41230769228	0
"pos_456"	0	8964.22472727272	9676.3549090909	8229.20945454545	8557.67781818181	10426.5436363638	0	0	0	9298.87636363618	0	8710.11818181828	0	8468.95636363646	0	0
"pos_457"	3866.71341176476	3845.43899999996	0	940.57440000002	622.920200000019	0	1660.71720000002	1806.8722	737.468509090901	0	1490.16960000002	1346.14480000005	4685.55330000002	4667.09348571439	0	1268.97623999999
"pos_458"	4129.81572413797	3771.16235294117	0	0	0	659.251764705891	2814.99519999996	2420.7998181818	2973.555	2896.9643076923	2095.01883870968	0	3701.9904	4233.40840677963	6344.14476190476	6119.2515555556
"pos_459"	0	0	716.352000000002	611.322947368417	0	0	1695.27663157894	0	1560.58666666666	0	1455.57473684213	1712.60933333333	1479.78947368421	0	1758.35066666666	0
"pos_460"	154.74	341.756999999999	0	0	0	0	0	0	0	2388.37826086955	0	1843.47199999999	597.401999999998	209.897999999999	117.058500000001	355.212000000002
"pos_461"	1999.61563636364	2043.6192	0	0	5013.576	5298.63415384616	2260.272	4282.7265	6104.5176	6662.61888	0	0	0	0	3229.2	0
"pos_462"	4281.4825531915	3548.81600000002	5868.93688888893	5426.21818181819	4036.9452	4715.14736842104	3570.52984615391	4042.92184615387	0	4129.81572413792	0	4878.69230769227	5015.2181538462	5029.47900000002	5089.26786206895	3807.60767999996
"pos_463"	3657.7705263158	3914.20025806452	5526.04430769219	5442.76533333332	3108.90461538463	3300.39999999997	3978.78658064516	3396.77187096773	3243.87200000003	3329.10763636363	3968.43076923073	3046.32154838706	3715.69244444442	3976.09548387097	4305.75483870968	3991.21324137935
"pos_464"	3437.68400000001	3870.45688888887	6703.77920000001	4703.49333333336	4011.07974193548	3524.67251612902	3295.00800000006	3510.9685714286	4030.60444444442	0	4351.53714285712	0	3561.94924137934	4114.04266666669	3884.32511999996	4293.4905
"pos_465"	1695.4164	1318.57475555556	7111.72366153846	6908.90909090909	1632.24514666667	1832.571	2150.32690909091	3047.73222857143	1574.2168	1525.70952	3781.21093333333	4374.68045538461	1297.00416	1264.55978181818	4805.93549333334	4041.70176
"pos_467"	0	3744.26584615383	0	6559.38555223881	3195.40400000001	0	0	2613.37714285713	3417.29087999997	3299.09630769229	4248.81035294119	2731.568	3864.3099130435	0	3615.04846153849	0
"pos_468"	0	0	0	0	0	2153.41690909091	4387.90126153847	3886.06697142857	2421.35999999999	1309.13906666667	0	0	1202.45554285715	1993.19815384615	0	1419.32666666665
"pos_469"	2249.28	0	0	0	1703.10315789473	1928.04479999999	1883.7903157895	1782.80084210525	0	2473.93894736842	0	0	1982.9178947368	1844.35578947368	0	0
"pos_470"	2746.42285714289	3059.87127272727	3188.91063829786	2768.40553846159	2123.75500000001	2434.00950000003	2462.95657142858	2857.08342857139	2486.90500000002	2375.54880000001	2880.21978947372	3034.21161290323	3886.83547826086	2366.31789473688	2942.44363636367	3140.21800000001
"pos_471"	1535.02533333336	1708.22399999995	675.735652173904	0	0	1874.87999999991	1502.59199999997	1666.84320000005	2007.48599999994	1541.75199999999	2632.21714285716	0	2333.46857142856	2025.30000000002	2525.50350000003	1856.13400000006
"pos_472"	0	1288.4142	199.114971428571	235.379999999998	1229.23860000001	0	0	1522.18422857144	0	1205.4528	1834.3254	0	0	0	1098.41760000001	0
"pos_473"	570.609777777774	341.930181818187	0	2726.49927272728	0	0	0	0	0	0	466.843885714283	364.566315789473	0	586.731428571419	2317.59163636364	2393.16553846154
"pos_474"	1638.21609	1684.88526	1064.48034	1692.95979	1357.6095	1599.51414	1813.062	2050.288	1270.06870588235	1979.605605	1534.924545	1583.83212705882	2243.61053714286	2056.0768	1422.079344	1057.563
"pos_475"	0	0	638.947199999999	457.4496	1696.59984	1574.316	458.79504	446.717952000001	1143.57692307692	1158.42384	0	0	0	0	0	0
