"pos_05_Brarut_1.A.6_01_7401"	"pos_10_Brarut_1.B.3_01_7408"	"pos_15_Calcus_1.B.8_01_7415"	"pos_17_Calcus_1.C.2_01_7417"	"pos_01_Fistax_1.A.2_01_7396"	"pos_02_Fistax_1.A.3_01_7398"	"pos_04_Gripul_1.A.5_01_7400"	"pos_23_Gripul_1.C.8_01_7425"	"pos_09_Hypcup_1.B.2_01_7407"	"pos_21_Hypcup_1.C.6_01_7421"	"pos_25_Marpol_1.D.2_01_7427"	"pos_26_Marpol_1.D.3_01_7428"	"pos_12_Plaund_1.B.5_01_7410"	"pos_13_Plaund_1.B.6_01_7411"	"pos_06_Polstr_1.A.7_01_7402"	"pos_07_Polstr_1.A.8_01_7403"
0	0	7.017678	0	6.632033	8.210706	0	5.00518	0	0	0	0	0	0	0	0
6.475547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	7.248379	6.747305	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.328529	7.94689
5.691548	7.491397	7.938004	7.552747	0	6.828712	6.42742	0	7.982959	7.33885	8.574039	9.740074	7.850116	0	0	0
0	0	0	0	0	0	0	0	7.077842	7.127064	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	8.447925	9.496597	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	7.282849	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6.556776	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	11.840758	8.996553	0	0	0	0
0	0	0	0	0	0	0	0	7.431139	7.426549	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6.256073	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	9.420616	9.611197	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.195509	8.896403	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6.908027	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.092942	8.255537
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	9.263154	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	7.683823	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	6.326336	7.276229	7.654656	0	8.567199	7.049671	0
0	0	8.011888	0	8.178437	8.784444	0	0	0	0	0	0	0	0	0	0
7.624325	8.210317	7.275028	7.654572	7.470183	7.312724	7.534865	8.046373	7.888278	7.739899	9.092481	8.382906	7.262364	7.177429	7.084927	8.057545
0	0	0	0	0	0	0	0	0	0	6.533975	7.32622	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.436612	7.079259
8.528223	8.421429	8.301017	8.325083	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.09387	6.844585	6.880251	7.18602	0	0	0	0	7.20665	7.009517	6.509758	0	6.535439	6.961334	6.95334	6.808138
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.489336	7.243646	0	7.667681	8.171293	8.180647	8.614038	0	8.152841	0	0	0	7.905141	0	0	0
9.586481	10.106509	0	5.678998	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	6.192117	0	0	0	8.147214	0	8.323821	0	0	7.455525	6.55044	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.672768	0	0	0	0	0	7.013455	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	5.765818	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	7.869824	7.619245	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.272134	9.388335	9.469975	9.224363	9.029598	9.334075	8.464023	9.808869	9.279556	9.403487	8.451995	9.029888	9.962639	9.167024	8.794137	8.958336
9.381394	9.753876	8.937977	9.224486	9.41055	10.011602	0	0	0	0	9.130464	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	7.174492	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.57292	7.63275	8.776959	7.956597	7.044964	8.172924	9.082222	7.221605	7.78143	7.512792	0	0	7.335868	7.137767	0	6.644412
0	0	0	0	8.364859	7.631936	6.214544	0	0	0	0	0	0	0	0	0
12.831078	11.179241	7.379877	9.989763	13.144232	13.280402	12.433609	12.809573	6.538846	9.415661	7.760526	11.174489	13.199053	9.4006	12.831572	9.462357
0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.272092	7.229536
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7.205951	8.938597	6.56279	7.424535	7.543795	7.235631	6.712161	6.39849	7.162844	8.116792	8.357501	7.001082	7.548264	0	6.161757
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.346656	6.413747
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.334616	8.949867
8.742193	0	0	7.467816	0	0	0	0	0	0	0	0	0	5.321174	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.697797	7.373781	7.435707	7.318272	6.555234	8.01479	7.379038	8.170484	7.131312	7.485949	7.645685	7.171874	7.836006	7.596586	7.712711	7.236548
6.592512	7.631121	7.301439	6.763349	6.941144	7.063857	7.000371	7.377359	7.233218	6.509258	7.371459	6.999758	6.996413	6.607897	6.911046	6.943995
9.673156	8.998259	8.569329	8.917934	7.500728	8.608082	8.693553	8.196593	8.943388	8.631914	10.112093	9.17073	7.52469	10.194954	8.100209	8.043679
7.271765	7.741351	9.287399	7.291416	0	0	0	0	9.613297	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	7.698559	7.1378	8.202918	7.387439	0	0	0	0
0	7.601992	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	7.695301	7.099387	0	0	0	0	7.263474	0	0	0
0	0	0	0	0	7.909606	0	0	0	0	0	0	0	0	0	0
0	0	0	0	6.80869	7.80802	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	7.481316	6.976637	0	0	0	0	7.943102	7.680085	0	0
7.318355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	6.92433	7.373618	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.011034
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.910711	6.873164
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	10.899236	11.162045	8.867474	9.790399	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7.870255	0	0	0	8.241206	8.868184	0	10.938307	11.072965	0	0	8.034926	8.265884	8.732609	9.133114
8.397252	8.971726	7.381597	8.881453	8.193819	7.756141	8.312158	8.563997	8.986365	9.1008	8.894608	8.060901	7.430541	7.052871	7.844733	7.992723
7.013479	6.636891	0	0	0	0	0	0	0	0	0	0	7.538269	6.830166	0	0
5.710639	6.760239	0	7.046459	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.294127	7.269316	6.841445	7.306458	6.848022	7.981656	7.575728	8.635227	8.103458	9.674081	6.256656	6.686778	7.870642	6.90937	7.203155	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.405185	0	0	0	6.180063	0	0	6.672277	0	7.81837	0	0	0	0	0	0
0	8.412365	0	0	0	0	0	0	0	0	7.364101	7.592709	0	0	6.884921	7.379877
0	0	0	0	0	0	0	0	0	0	8.852025	8.85353	0	0	0	0
0	0	0	0	0	0	0	8.034465	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6.824339	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	7.162377	9.007617	0	0
0	0	0	0	0	0	0	0	0	0	9.368048	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.719627	10.632356	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	9.659598	9.419731	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	11.792236	12.914246	0	0	0	0	0	0	9.407793	8.775883	0	0
9.383159	0	0	0	0	0	0	0	0	0	0	0	8.984988	0	10.270585	10.189247
0	0	8.809938	8.397566	0	0	0	0	10.966768	10.556139	0	0	0	0	0	0
8.989754	9.295763	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.784199	10.476893
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.608146
8.844623	8.943203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.986606
0	0	0	0	0	0	7.97654	8.040003	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	7.532529	0	6.806652	0	0	0	0	0	0	0	0	6.144975	0
8.081251	8.056221	8.496903	8.436557	6.914723	8.160934	8.186139	8.128854	0	7.538236	8.260849	8.469085	7.445763	7.908234	7.461723	7.640382
6.298302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	5.576313	0	0	0	6.419239	0	6.091708	0	0	0	0	0	0
7.402013	6.976624	0	0	0	5.593968	0	8.385669	0	0	8.229969	8.226207	0	0	6.67662	6.598492
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.899346	9.274599
0	0	6.130461	0	0	0	0	0	0	0	0	0	0	0	0	0
8.576223	0	8.600798	8.141556	8.636405	8.406153	8.43492	7.47027	8.384442	8.431583	7.646499	7.326014	8.175036	8.291941	0	8.339956
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6.906525	0	0	0	0	0	0	7.02935	7.217526	0	0	0	0	0	0
0	0	6.318482	0	0	0	0	0	0	0	0	0	0	0	0	0
7.599805	8.030174	0	7.439465	0	0	0	7.788828	7.870935	8.339615	0	0	0	0	0	0
6.16359	7.116758	6.986346	6.830166	6.302144	6.68631	6.889394	6.998532	7.149237	7.144451	6.938573	0	6.386083	6.794685	7.795293	6.951734
5.760541	0	8.903227	8.559152	0	0	0	0	0	0	0	0	0	0	8.029005	6.473588
0	7.159192	0	7.283371	0	0	7.830928	0	6.992376	0	0	0	0	0	0	0
10.031692	9.396223	7.95246	8.671147	7.192265	7.458316	9.281565	8.092839	0	0	7.170107	7.797285	8.388578	7.838791	8.590591	8.517323
0	7.78378	0	7.825191	8.965372	8.87303	6.466306	7.243981	0	0	0	0	0	0	0	0
7.700237	0	0	0	0	0	0	0	0	0	0	0	0	0	7.264285	7.198193
7.933981	8.3434	0	0	0	0	7.976288	0	0	9.775724	0	0	0	0	0	0
0	7.714166	0	0	0	0	7.010616	0	8.877598	7.745601	0	0	8.846197	8.905171	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6.302003	7.296896	7.642467	0	0	0	0	0	7.293602	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	7.596798	6.936506	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7.881312	6.615519	5.662794	0	0	0	0	0	5.610087	0	0	0	0	0	0
8.095804	7.434685	0	0	6.587777	0	0	0	0	0	0	0	0	0	8.46442	0
0	0	8.018007	7.673722	7.088556	7.71563	6.961277	8.428467	6.913721	7.114028	7.998771	7.975992	7.034823	6.516737	6.357314	7.128451
0	0	8.233293	8.198969	0	0	0	0	7.702665	7.808131	0	0	0	0	7.653323	6.925674
0	0	0	0	0	8.045834	0	7.9514	9.032982	9.349483	0	0	0	0	8.285975	8.698478
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.617133	8.572617	7.948453	8.039995	9.228184	9.387883	9.087519	0	8.859727	7.230372	0	0	10.804124	8.592337	0	0
0	0	8.254839	8.943142	8.172859	8.254989	8.294154	9.289297	7.526937	7.739842	10.445042	10.511827	0	0	5.576313	0
0	0	9.092953	0	8.276154	8.366166	0	0	10.274261	0	10.547917	9.296534	8.402843	8.59088	8.318493	8.998991
7.098323	7.369132	0	0	0	0	8.758326	8.704335	0	0	0	0	8.559434	8.301518	0	0
0	0	0	0	0	0	0	0	0	0	0	0	6.056128	0	0	0
0	0	0	0	0	0	0	0	0	0	7.834861	8.009605	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8.217332	7.825191	0	0	0	0
0	0	0	0	0	0	0	0	9.537981	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	7.395471	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	8.033221	0	0	0	0	0	0	7.975573	0	0	6.414512	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	6.533883	0	0	6.734601
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7.353763	0	8.151582	7.389649	0	8.599576	7.975498	8.686827	8.47793	0	0	0	10.069121	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7.988904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.15644	11.519739	8.849913	9.641679	8.768178	9.407468	0	0	8.597566	8.184661	0	0	8.380675	9.854155	8.583954	9.272489
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	7.670948	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.77837	0	7.751106	0	0	0	0	0	0	0	0	0	9.250593	9.049178	9.131172	9.524193
0	0	0	0	0	0	0	0	0	0	0	0	5.972559	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	10.247386	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	9.984783	0	0	0	10.185168	0	9.010034	0	0	9.235566	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.418763	8.83762	8.228043	9.060211	0	0	8.820111	9.193913	0	7.672156	0	0	0	0	0	0
0	0	0	0	0	0	0	0	8.201	8.585978	0	0	0	0	0	0
8.553518	7.654044	6.794685	7.549633	0	7.861666	7.81092	0	0	6.241781	8.952032	8.847304	10.263121	9.60999	7.5393	7.60477
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.913467
0	0	0	0	0	0	0	0	7.035283	0	0	0	8.68378	7.963627	0	0
0	0	0	0	0	8.102448	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.882873	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	7.563176	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	10.089357	9.181417	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	6.098665	0	0	0
7.710675	0	8.292472	9.378846	6.96366	8.047052	7.400205	8.461825	5.307951	7.396445	8.608381	8.315137	8.806222	8.606439	7.769571	7.596629
7.021284	8.655145	8.632939	8.290957	0	7.483227	0	0	0	7.407978	7.275833	7.317794	7.348804	7.892766	0	6.505748
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.157338	0	0	0	0	5.937557	0	8.160191	0	7.064431	7.559171	7.340422	7.484141	7.40947	7.523494	6.054552
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	6.580747	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8.205264	8.007897	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	8.690337	7.9947	0	0	0	0	0	0
6.535637	0	8.939344	9.45837	0	0	0	6.306662	0	6.629818	8.312201	8.10523	7.999187	7.649902	0	8.692871
0	0	0	0	0	0	0	0	0	6.827256	0	0	0	0	0	0
6.429048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	6.55963	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	9.507379	0	0	0	0	0	0	0	0	0
0	0	0	0	0	8.915161	0	0	0	0	0	0	0	0	0	0
6.826892	7.289813	8.916162	8.332995	6.994535	7.553358	6.9661	8.248898	8.477797	7.87114	7.553863	7.470566	7.369979	0	7.402461	0
7.457592	8.968136	7.643111	8.11629	7.309	7.568024	7.737996	7.88228	7.764826	7.992544	8.8679	8.143143	7.575831	7.405938	6.897571	6.979973
0	0	7.464038	0	0	0	0	0	0	0	0	0	0	0	0	0
0	9.620145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	6.492603	0	7.366162	0	0	0	0	0	6.189364	0	0
0	0	8.829542	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.03912
6.105293	0	6.278957	0	7.25813	0	0	6.111272	5.938443	0	6.346108	6.036759	0	0	0	6.414848
0	0	0	0	0	0	6.604659	0	0	0	9.081684	8.365948	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	6.852034	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.700402	8.468558
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	7.267553	0	0	0	0	0	0	0	0	0	0
0	0	8.007647	7.523131	0	0	0	0	0	0	0	0	0	0	0	0
0	0	7.07195	6.988159	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.512331	0	7.811267	0	0	0	8.485766	8.708948	0	0	0	0	7.867124	7.867696	9.515402	10.474304
0	0	8.188805	8.600863	0	0	8.625492	9.054481	0	0	9.571007	9.712041	0	0	0	0
0	0	0	0	0	0	7.356456	7.501657	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	8.60625	0	0	0	0	0	0	0	0	0	0
7.646808	8.634723	9.009929	9.395996	9.708094	8.856738	9.625521	7.712277	9.497706	8.774259	6.446253	7.270597	9.114388	8.871254	0	7.766302
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	7.034987	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.354189	0
0	0	0	0	6.469436	7.854527	0	0	0	0	0	0	0	0	0	6.541915
0	0	0	0	6.232056	7.272378	0	0	0	0	0	0	0	0	0	0
0	6.781811	0	0	0	7.485139	0	0	0	0	7.678023	7.675438	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	8.518338	0	0	0	0	0	0	0	0	8.195453	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.194192	8.035009
0	0	0	0	0	0	0	0	0	0	7.832832	7.964876	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	6.278957	0	0	0
0	0	0	0	0	0	0	0	0	0	10.057171	10.565186	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	10.110713	9.64236	0	8.710921
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.155449	7.342733	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	6.991372	0	7.220499	0	0	0	0	0	0
0	0	0	0	8.328341	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	6.709421	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	8.129441	7.53412	0	0
0	0	0	0	0	0	0	0	0	0	8.717708	9.005052	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8.320159	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	7.502028	0	0	7.193175	6.839922	6.518425	0	0	0	0	0	7.533373	8.801577
7.617467	8.508761	8.185765	8.021091	0	0	0	0	0	6.305946	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	8.248672	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	5.413644	0	0	0	0	0	0	0	0	0	0	0	0
7.322439	0	0	8.287804	0	8.572734	11.731681	11.098025	8.095258	8.135746	0	7.08152	0	0	9.29374	8.083965
0	0	0	0	0	0	0	0	0	0	8.769727	9.780636	0	0	0	0
0	0	8.695328	8.300897	0	0	7.709619	7.721476	0	0	0	0	0	0	7.693059	6.916972
0	0	0	0	0	0	0	0	0	0	6.932581	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.220672	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.406057	8.91056
0	0	0	0	6.21218	7.29679	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	10.475395	0	0	0	0
0	0	0	0	6.439985	0	0	0	0	0	0	0	0	0	0	0
8.382868	9.938087	9.315508	9.328686	7.066302	8.568166	9.789345	8.112976	6.39653	7.612918	6.465261	6.557142	8.757299	9.279375	7.754003	7.050546
0	0	0	7.314872	0	0	0	0	0	0	8.220061	9.283231	0	0	0	0
0	6.846016	0	0	0	0	5.307951	0	0	0	9.278705	7.884224	0	0	0	0
0	0	6.755163	0	0	0	0	0	0	0	0	0	0	0	6.310587	6.343022
0	0	0	0	0	0	0	0	0	0	7.558953	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	8.926328	10.034819	0	0	0	0	0	0	9.593233	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	7.698854	0	7.404917	0	0	7.980204	7.328041	0	0	0	0	0	0
8.261648	0	7.92614	9.579752	6.128998	7.081238	8.119096	0	6.438225	7.437314	0	0	0	0	0	8.133093
8.257332	8.611728	7.588352	8.707538	8.812336	8.255887	8.550049	8.006416	8.523698	7.960441	6.865132	5.819109	8.855112	9.289295	8.379667	7.519798
7.837026	7.580433	7.538188	7.49314	0	6.863377	7.488939	7.66714	8.452836	7.719666	0	0	7.974786	0	8.100836	7.889093
8.750348	0	0	0	8.227623	8.357317	0	0	0	0	0	0	0	8.245095	7.763447	8.822051
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	6.819946	7.878261	8.527962	0	0	8.242224	8.277298	7.352903	7.741798	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.214683	8.17484
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	6.2924	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	7.945541	7.873817	0	0	0	0	0	0	0	0	6.55236	0	7.927809	0
0	0	0	0	0	0	0	0	0	0	9.459369	9.717562	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.550103	7.318741	0	6.887324	7.780861	8.170062	7.868175	7.940355	7.117928	7.499614	8.164478	7.896803	7.364301	7.325402	7.948218	7.949145
0	9.587012	0	0	0	8.152841	0	0	7.344905	0	7.26904	7.481105	0	0	0	0
6.919383	6.828348	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7.8148	8.344359	8.522524	6.961652	8.728925	8.002151	7.958156	7.561954	8.551242	7.902659	8.467776	8.241737	7.886376	7.381552	7.535224
8.119896	0	0	7.704181	7.704181	7.728282	0	0	0	0	9.212793	8.582314	8.312579	8.153808	0	0
7.729132	7.533967	0	7.465344	0	8.672604	8.595554	7.020784	7.792857	7.477052	0	0	0	7.117575	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7.127334	0	8.558032	7.135867	7.127064	7.99095	7.68999	0	0	7.263324	8.067478	7.768719	7.535224	7.15369	7.28314
0	0	0	0	0	0	0	0	6.691599	0	7.54077	7.212016	7.03257	0	0	0
7.829077	0	0	0	0	7.829077	0	0	0	0	0	0	7.762878	7.323293	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.50388	0
0	0	0	6.869835	5.949892	7.241725	0	6.815903	0	0	0	7.399589	6.426877	0	0	5.297917
0	0	0	0	0	0	0	0	0	0	7.426149	7.603231	0	0	0	0
0	0	0	0	7.565267	0	7.421134	0	0	0	8.036641	8.130426	0	7.387184	0	0
0	8.855901	7.542289	7.524056	0	0	8.035853	9.177346	0	8.907261	0	0	8.612859	8.912475	0	7.378472
