"pos_05_Brarut_1.A.6_01_7401"	"pos_10_Brarut_1.B.3_01_7408"	"pos_15_Calcus_1.B.8_01_7415"	"pos_17_Calcus_1.C.2_01_7417"	"pos_01_Fistax_1.A.2_01_7396"	"pos_02_Fistax_1.A.3_01_7398"	"pos_04_Gripul_1.A.5_01_7400"	"pos_23_Gripul_1.C.8_01_7425"	"pos_09_Hypcup_1.B.2_01_7407"	"pos_21_Hypcup_1.C.6_01_7421"	"pos_25_Marpol_1.D.2_01_7427"	"pos_26_Marpol_1.D.3_01_7428"	"pos_12_Plaund_1.B.5_01_7410"	"pos_13_Plaund_1.B.6_01_7411"	"pos_06_Polstr_1.A.7_01_7402"	"pos_07_Polstr_1.A.8_01_7403"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.313983	0	7.349236	0	6.812952	8.031352	6.973763	9.304936	6.060057	0	8.573634	9.787045	5.592717	0	6.957121	7.66083
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.021113	9.307784	8.98445	9.58113	0	0	0	0	9.044517	8.875575	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	9.123521	9.24183	0	0	0	0	0	0	0	0	0	0
0	9.433097	0	8.98604	0	0	0	0	6.11974	0	0	0	9.86405	9.741596	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	10.72074	0	0	0
9.699932	0	10.278411	0	0	0	0	0	0	0	0	0	0	9.543768	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.636788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	9.344618	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	6.984627	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6.792802	7.960798	0	0	0	0
0	0	0	0	0	0	0	11.259061	0	12.261128	0	0	0	0	11.275624	0
0	0	0	0	0	0	0	0	8.64465	10.268769	11.662188	11.981581	0	0	0	0
8.740363	8.080647	8.555184	8.623463	8.57609	9.089186	8.931375	9.243979	8.893444	8.805536	8.663769	8.463924	8.551998	8.605512	9.100688	8.59048
0	0	0	0	0	7.965496	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6.688999	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	7.737383	8.163617	0	0	7.683669	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	7.165704	6.463691	7.777534	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.780101	8.039999
0	0	0	0	0	0	0	0	8.190527	0	0	0	0	0	6.164341	0
0	0	0	8.294993	0	0	0	0	8.59564	8.267771	0	0	0	0	0	0
0	0	0	0	0	6.426333	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	6.543209	0	0	0	0	0	0	0	0	0
9.142659	8.993343	8.337076	8.867575	9.715317	9.238219	9.236712	9.51838	9.184007	9.669666	0	13.334685	10.110335	9.130597	9.464413	9.166528
0	0	0	0	8.340859	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	10.375012	10.378873	0	7.875283	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	8.630099	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6.615159	7.219479	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	6.224574	0	0	0	0	0	0	0	0	6.68253	0	0	0
0	0	0	0	0	0	9.887445	8.522291	9.246611	9.888359	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	14.270748	0	0	0	0	0	0	10.411374	12.718042	9.425816	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8.364964	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	10.936774	0	7.852272	8.946003	0	10.497504	12.004076	8.564895	0	6.609508	10.565088	0	12.139212	9.409452	0
11.097449	12.874064	11.405736	10.924236	11.127193	11.508447	11.359173	10.119801	11.132423	13.361666	11.869239	0	10.277242	0	8.516272	7.842624
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	8.958752	9.687597	0	0	10.001848	10.828426	10.340398	0	0	0	10.064335	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	9.785452	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8.045394	0	0
8.847359	9.661104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.549808	7.250766	8.026703	7.311982	8.449935	8.285295	8.304148	8.874073	7.668466	8.082513	7.470949	7.033806	8.265008	7.193203	6.525351	7.753709
5.562219	0	8.100513	6.831979	0	7.682895	7.323192	7.471905	7.976403	7.37357	0	0	5.80807	0	0	0
0	0	9.029553	8.263574	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	10.604577	7.611534	0	0	0	0	0	0	0	0	0	0	9.014232	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	8.25796	8.942423	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.356936	10.484093
0	0	0	0	0	0	0	6.854911	0	0	0	0	0	0	0	0
0	0	0	0	10.222489	0	0	0	0	0	8.379093	0	7.908309	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	9.341202	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.069769	8.94816
9.36506	9.327013	9.499577	8.473593	8.651089	7.809147	9.412668	9.293346	9.480596	9.098248	8.184543	8.68711	8.853809	8.55188	8.723466	8.05149
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.314559	8.774602	8.076684	8.372906	8.376639	9.941759	8.701633	8.473026	8.688696	8.436558	7.643253	8.062089	8.469931	7.948792	9.119593	9.179042
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	9.486374	7.173402	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	8.642797	8.951909	9.05338	8.593497	7.039709	0	0	0	7.425949	0	8.129229	8.810266	0	7.964445
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.524628	0
5.958807	0	0	0	6.906431	7.164145	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	7.320841	7.758564	0	0	0	0
0	0	0	0	0	0	7.934685	7.668711	8.631861	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	8.697152	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	6.296446	0	0	0	0	0	0	0	0	0	0
7.17237	8.488886	6.657363	7.819537	7.045595	7.583211	7.117839	7.11812	7.424431	8.079291	8.724874	8.355105	7.270363	6.878237	7.667454	7.432332
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.199092	9.560136	8.912915	9.795371	0	0	8.71149	0	9.003877	9.074977	0	0	9.529048	8.753571	6.652873	0
0	0	0	0	0	0	0	0	0	0	0	0	7.786428	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	8.764727	0	0	0	0	0	0	0
0	6.582111	0	0	0	7.282721	0	0	0	0	0	0	5.730463	0	6.989864	6.826148
0	0	0	0	0	0	0	0	7.725176	0	8.256563	8.256473	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.40041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	11.377947	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	7.958553	10.623584	10.517198	0	0	9.912824	0	0	0	0	0
0	0	0	5.87538	0	0	0	0	0	0	8.385035	8.658502	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.020384
7.43907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	8.271044	8.143999	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	7.370572	7.899174	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	7.481743	6.858009	0	0
0	0	0	0	0	0	0	0	8.091028	7.457854	0	0	0	0	0	0
0	0	0	0	0	0	0	0	8.490421	8.432718	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.500651	9.532243
0	0	0	0	0	0	0	0	0	0	0	0	8.722175	0	0	0
6.357613	6.929065	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.991467	7.540296	8.954605	7.594197	7.658534	7.179369	7.356397	8.835876	8.283556	7.516034	7.56108	0	7.89622	0	6.972419	7.757801
6.552524	7.63681	8.08054	0	0	0	0	0	7.657965	0	0	0	0	0	8.599923	0
0	0	0	0	0	0	0	5.410646	0	0	0	0	0	0	7.984714	7.468583
0	0	0	0	0	0	0	7.360196	0	0	7.490462	7.44694	0	0	0	0
0	0	0	0	0	6.789844	6.186604	0	6.184716	0	6.603293	6.926299	0	0	0	6.106791
7.985021	0	0	0	0	0	0	0	0	0	7.813307	7.891445	0	0	8.133036	8.421098
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.177805	8.481
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8.090525	6.256656	0	0	0	5.608856
0	0	0	0	0	0	0	0	0	0	0	0	6.756337	0	9.053827	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8.645672	8.642045	0	0	0	0
0	0	0	0	0	0	0	0	9.084282	0	0	0	0	0	0	0
0	0	0	0	0	7.719576	8.659984	8.411022	0	0	7.130048	8.09037	0	0	0	7.91917
0	0	0	0	0	0	0	7.969176	0	0	0	0	0	0	0	0
0	7.536837	0	0	0	0	0	0	0	0	8.750542	8.782178	8.352394	8.293861	9.486109	9.232835
8.609177	6.917175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	9.686176	10.168679	0	0	0	0
0	0	0	0	0	0	0	0	0	0	9.492549	9.862844	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	10.097899	9.525329	0	0	0	0	0	0
0	0	0	0	0	0	0	9.662225	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	8.321494	8.290354	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8.68643	9.375199	0	0	0	0
0	0	0	0	0	0	0	0	0	0	10.237384	9.635785	0	0	0	0
8.175127	7.922425	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.713805	7.761325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6.127255	5.923271	0	8.057608	7.016172	7.106344	0	6.177671	0	8.047018	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.215828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	6.083314	0	0	0	7.127717	0	0	0	0	0
10.941325	8.40173	8.717323	9.330923	7.975093	8.691523	9.185323	8.47873	10.336429	8.910514	8.485407	10.400036	8.177187	9.531073	0	8.074204
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	8.21673	6.999592	0	0	0	0	0	0	0	0	0	0
0	0	8.212	8.169526	0	0	0	0	0	0	0	0	0	0	0	0
7.522586	0	0	0	6.771853	9.237979	8.51849	7.261203	0	7.537196	0	0	8.207616	8.176266	7.540592	7.607637
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.276341	8.304432
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	5.343902	7.037351	0	6.766721	6.216558	0	0	0	5.307951	0	0	7.142806	0	0	5.296235
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.140383	9.398322	8.684996	9.032577	8.792887	9.227904	9.327055	9.015892	8.710921	9.078115	8.355565	9.483054	9.298259	8.882232	9.083013	8.827981
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	9.342326	9.659291	9.132387	0	0	0	0	0	8.321412	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7.489586	6.772238	0	6.019235	6.953982	5.718395	8.630456	6.164947	8.625581	0	0	0	0	0	5.985165
8.238012	8.263017	9.343503	8.551414	0	8.837439	7.599998	9.28524	8.606108	9.956158	6.588145	8.193703	8.466349	0	7.982134	9.053434
0	8.485443	0	0	0	0	9.604251	0	0	0	0	0	7.899732	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	8.543429	8.5804	0	0
0	0	0	0	0	0	0	7.910686	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	6.671101	7.069874	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	5.84764	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	8.934397	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	5.443145	7.416701	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	9.758305	8.715837	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6.830529	0	0	0	0	0	0	0	0	6.262133	6.636891	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8.051655	7.60787	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	8.344124	0	0	0	0	0	0	0	0	0	0	7.816156	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	5.752141	6.133452	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	6.259872	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	6.096257	0	0	0	0	0	0	0	0	0	0
6.77761	0	0	0	0	0	7.019483	7.241664	0	7.192092	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.495595	0	0	0	0	7.916845	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8.430558	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	7.341572	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6.611008	0	0	0	0	0	0	0	0	8.76631	8.821208	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.514637	8.882509	9.229216	9.090959	7.872388	8.562264	9.007464	8.699569	8.703308	8.325238	8.006318	8.059415	9.65154	9.260067	8.201368	7.828678
0	0	8.850237	8.382445	0	0	0	0	0	0	0	0	0	0	0	0
0	0	8.097005	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	6.9023	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8.092632	8.592072	0	0	0	0
0	0	0	0	0	0	0	0	8.858677	6.872468	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	5.182233	0	0	0
0	0	0	0	0	0	0	0	0	0	8.190972	9.142492	0	0	0	0
0	0	7.171399	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.282102	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.555746
0	0	6.586293	6.830166	0	0	0	0	0	0	0	0	0	0	0	0
0	0	7.481764	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	5.111891	0	0	0	0	0	6.261797	0	0	0	0	0	8.462595	6.417783
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.306831	7.995691	0	0	0	6.818682	0	0	7.926668	7.883721	9.19446	9.267944	0	0	0	0
7.622895	7.114574	7.359104	7.432332	0	0	7.078692	6.030807	0	0	0	0	0	0	8.512704	8.866214
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.869453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	9.065028	8.469367	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	7.914275	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11.695673	10.887313	0	0
0	0	0	0	0	0	0	0	7.301744	7.398561	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	9.640577	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.313635	6.932253
0	8.847814	6.873164	0	0	0	9.399657	0	0	0	7.712596	7.929243	7.995004	8.37975	7.481082	7.337281
7.287424	7.28789	7.462747	7.776791	0	0	0	0	0	0	0	0	8.096601	7.864787	0	6.997685
7.873668	0	0	0	0	0	7.832414	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	6.268824	0	0	0	0	0	0	0	0	0	0
8.057587	9.480735	9.398656	8.904693	7.321855	8.340036	7.909469	7.395471	8.593308	8.017065	8.381627	7.888268	9.537538	8.842985	8.031528	7.988154
0	0	0	0	0	0	0	0	0	0	7.44448	7.702352	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	5.830027	0	6.712138	6.832704	0	6.969115	0	0	0	6.155755	0	0
0	0	8.10377	8.335855	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	5.844726	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	9.347342	9.394201	0	0	0	0
8.041127	7.17812	7.59781	7.492898	7.379877	8.565088	7.459016	7.483874	6.499883	7.65177	7.776501	9.485164	7.167778	7.361269	6.552839	7.006173
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	5.965531	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7.489048	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6.365233	0	0	0	0	0
8.273906	10.202619	7.204078	7.340773	0	6.985039	0	6.533486	8.410498	0	6.914055	6.117117	7.260967	6.273269	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7.495329	7.545931	0	0	0	0	0	8.224056	7.396474	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	9.388754	9.072589	0	0
0	0	0	0	6.823974	0	0	0	0	0	6.8832	0	0	0	0	0
6.137018	0	0	0	0	6.474113	0	0	8.998327	6.162118	6.347224	0	5.85065	0	0	0
7.286367	0	0	0	0	7.325678	0	0	6.888352	0	10.251475	8.845866	0	8.813593	6.54466	0
0	6.993302	8.700915	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	9.169008	0	0	0	0	0	0	0	0	0	8.535184	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	8.882136	8.790598	0	0
0	0	0	0	0	0	0	0	0	0	0	9.643184	7.075856	7.095263	0	0
0	0	0	0	6.77914	6.918054	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	7.558805	7.47114	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	7.885618	8.120796	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.665123	0
6.670106	5.339075	0	0	0	7.131031	5.989195	7.503325	0	6.504379	7.374163	7.257021	6.996996	7.207143	0	6.410035
0	0	0	0	0	0	0	7.594941	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	5.512603	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.219042	0	0	0	0	8.507947	0	0	7.211126	9.09945	0	0	7.526534	0	0	0
8.233456	8.242356	8.662544	9.122701	9.249285	9.272955	8.376818	8.983936	9.180911	8.574103	7.819402	7.59619	8.783756	9.118364	0	8.335787
0	0	0	0	7.478192	7.386028	0	7.988091	0	0	7.025773	7.817338	6.871526	7.855861	0	6.687585
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	8.059816	9.346467	0	0	0	0	0	0	0	0	0	7.660039	0	0
0	0	0	0	0	0	0	0	0	6.857273	0	0	0	0	0	0
7.386976	6.620009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	5.536074	0	0	0	0	0	8.394217	8.897736	0	0	0	0
0	0	0	0	0	0	0	0	8.539459	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6.001098	0	0	0	0	0
7.638567	6.79321	7.910456	8.172384	8.803476	8.841359	7.717576	0	7.86848	7.679261	7.441431	7.263324	7.651611	7.695201	7.960061	7.815614
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	8.697182	8.913043	0	0
0	0	0	0	0	0	0	0	0	0	0	0	9.161374	9.041858	0	0
0	0	6.374439	7.724429	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	7.331799	0	0
0	0	0	0	0	6.537712	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	7.759013	8.811926	0	0	0	0
6.867583	0	0	0	0	0	0	0	9.360922	0	0	0	0	0	7.746407	9.46081
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	9.374086	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	9.987197	8.766171	0	0	0	0
8.924206	8.856238	8.354373	7.667675	8.368297	10.135021	10.614202	9.1211	10.993267	8.842296	8.937484	9.308438	0	8.028567	9.241189	8.822497
0	0	0	0	0	0	0	6.971158	0	0	0	0	0	0	0	0
0	0	0	0	8.351918	9.425946	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	7.789246	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.488359	6.920047	0	0	0	6.847846	7.256946	0	7.432929	7.15233	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.003127	8.366176
7.878308	8.014591	0	0	7.929383	7.95941	0	0	0	0	9.728201	9.07193	8.92647	8.986965	0	6.255366
